census_year,geo_name,category,subcategory,variable_name,total,male,female,flag_total,flag_male,flag_female,geo_location,data_notes,geo_code
2011,Old Crow,Total number of occupied private dwellings by number of bedrooms,,4 or more bedrooms,10,,,,...,...,,,6001043
2011,Pelly Crossing,,,Total number of occupied private dwellings by condition of dwelling,130,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs98'>98</a>,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by condition of dwelling,,Only regular maintenance or minor repairs needed,70,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by condition of dwelling,,Major repairs needed,60,,,,...,...,,,6001041
2011,Pelly Crossing,,,Total number of occupied private dwellings by period of construction,130,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs99'>99</a>,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by period of construction,,1960 or before,0,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by period of construction,,1961 to 1980,40,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by period of construction,,1981 to 1990,40,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by period of construction,,1991 to 2000,25,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by period of construction,,2001 to 2005,10,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by period of construction,,2006 to 2011,20,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs100'>100</a>,6001041
2011,Pelly Crossing,,,Total number of occupied private dwellings by number of rooms,135,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs101'>101</a>,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by number of rooms,,1 to 4 rooms,65,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by number of rooms,,5 rooms,35,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by number of rooms,,6 rooms,20,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by number of rooms,,7 rooms,10,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by number of rooms,,8 or more rooms,0,,,,...,...,,,6001041
2011,Pelly Crossing,,,Average number of rooms per dwelling,4.6,,,,...,...,,,6001041
2011,Pelly Crossing,,,Total number of occupied private dwellings by number of bedrooms,135,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs102'>102</a>,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by number of bedrooms,,0 to 1 bedroom,25,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by number of bedrooms,,2 bedrooms,45,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by number of bedrooms,,3 bedrooms,45,,,,...,...,,,6001041
2011,Pelly Crossing,Total number of occupied private dwellings by number of bedrooms,,4 or more bedrooms,10,,,,...,...,,,6001041
2011,Ross River,,,Total number of occupied private dwellings by condition of dwelling,150,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs98'>98</a>,6001037
2011,Ross River,Total number of occupied private dwellings by condition of dwelling,,Only regular maintenance or minor repairs needed,90,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by condition of dwelling,,Major repairs needed,60,,,,...,...,,,6001037
2011,Ross River,,,Total number of occupied private dwellings by period of construction,150,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs99'>99</a>,6001037
2011,Ross River,Total number of occupied private dwellings by period of construction,,1960 or before,10,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by period of construction,,1961 to 1980,60,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by period of construction,,1981 to 1990,50,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by period of construction,,1991 to 2000,15,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by period of construction,,2001 to 2005,10,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by period of construction,,2006 to 2011,10,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs100'>100</a>,6001037
2011,Ross River,,,Total number of occupied private dwellings by number of rooms,150,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs101'>101</a>,6001037
2011,Ross River,Total number of occupied private dwellings by number of rooms,,1 to 4 rooms,95,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by number of rooms,,5 rooms,25,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by number of rooms,,6 rooms,15,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by number of rooms,,7 rooms,10,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by number of rooms,,8 or more rooms,10,,,,...,...,,,6001037
2011,Ross River,,,Average number of rooms per dwelling,4.4,,,,...,...,,,6001037
2011,Ross River,,,Total number of occupied private dwellings by number of bedrooms,150,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs102'>102</a>,6001037
2011,Ross River,Total number of occupied private dwellings by number of bedrooms,,0 to 1 bedroom,15,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by number of bedrooms,,2 bedrooms,50,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by number of bedrooms,,3 bedrooms,70,,,,...,...,,,6001037
2011,Ross River,Total number of occupied private dwellings by number of bedrooms,,4 or more bedrooms,10,,,,...,...,,,6001037
2011,Teslin Region,,,Total number of occupied private dwellings by condition of dwelling,110,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by condition of dwelling,,Only regular maintenance or minor repairs needed,80,,,,,,,,6001057
2011,Teslin Region,Total number of occupied private dwellings by condition of dwelling,,Major repairs needed,30,,,,,,,,YBS006057007
2011,Teslin Region,,,Total number of occupied private dwellings by period of construction,110,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by period of construction,,1960 or before,0,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by period of construction,,1961 to 1980,30,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by period of construction,,1981 to 1990,30,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by period of construction,,1991 to 2000,25,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by period of construction,,2001 to 2005,15,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by period of construction,,2006 to 2011,10,,,,,,,,YBS006057007
2011,Teslin Region,,,Total number of occupied private dwellings by number of rooms,110,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by number of rooms,,1 to 4 rooms,60,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by number of rooms,,5 rooms,25,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by number of rooms,,6 rooms,15,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by number of rooms,,7 rooms,10,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by number of rooms,,8 or more rooms,10,,,,,,,,YBS006057007
2011,Teslin Region,,,Average number of rooms per dwelling,5,,,,,,,,YBS006057007
2011,Teslin Region,,,Total number of occupied private dwellings by number of bedrooms,110,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by number of bedrooms,,0 to 1 bedroom,25,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by number of bedrooms,,2 bedrooms,40,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by number of bedrooms,,3 bedrooms,40,,,,,,,,YBS006057007
2011,Teslin Region,Total number of occupied private dwellings by number of bedrooms,,4 or more bedrooms,0,,,,,,,,YBS006057007
2011,Teslin Post 13,,,Total number of occupied private dwellings by condition of dwelling,65,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs98'>98</a>,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by condition of dwelling,,Only regular maintenance or minor repairs needed,45,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by condition of dwelling,,Major repairs needed,20,,,,...,...,,,6001007
2011,Teslin Post 13,,,Total number of occupied private dwellings by period of construction,65,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs99'>99</a>,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by period of construction,,1960 or before,0,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by period of construction,,1961 to 1980,15,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by period of construction,,1981 to 1990,15,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by period of construction,,1991 to 2000,15,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by period of construction,,2001 to 2005,10,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by period of construction,,2006 to 2011,0,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs100'>100</a>,6001007
2011,Teslin Post 13,,,Total number of occupied private dwellings by number of rooms,65,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs101'>101</a>,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by number of rooms,,1 to 4 rooms,30,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by number of rooms,,5 rooms,20,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by number of rooms,,6 rooms,10,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by number of rooms,,7 rooms,0,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by number of rooms,,8 or more rooms,0,,,,...,...,,,6001007
2011,Teslin Post 13,,,Average number of rooms per dwelling,4.5,,,,...,...,,,6001007
2011,Teslin Post 13,,,Total number of occupied private dwellings by number of bedrooms,65,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs102'>102</a>,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by number of bedrooms,,0 to 1 bedroom,20,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by number of bedrooms,,2 bedrooms,30,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by number of bedrooms,,3 bedrooms,20,,,,...,...,,,6001007
2011,Teslin Post 13,Total number of occupied private dwellings by number of bedrooms,,4 or more bedrooms,0,,,,...,...,,,6001007
2011,Upper Liard,,,Total number of occupied private dwellings by condition of dwelling,65,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs98'>98</a>,6001032
2011,Upper Liard,Total number of occupied private dwellings by condition of dwelling,,Only regular maintenance or minor repairs needed,35,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by condition of dwelling,,Major repairs needed,35,,,,...,...,,,6001032
2011,Upper Liard,,,Total number of occupied private dwellings by period of construction,65,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs99'>99</a>,6001032
2011,Upper Liard,Total number of occupied private dwellings by period of construction,,1960 or before,10,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by period of construction,,1961 to 1980,30,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by period of construction,,1981 to 1990,15,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by period of construction,,1991 to 2000,15,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by period of construction,,2001 to 2005,0,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by period of construction,,2006 to 2011,0,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs100'>100</a>,6001032
2011,Upper Liard,,,Total number of occupied private dwellings by number of rooms,65,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs101'>101</a>,6001032
2011,Upper Liard,Total number of occupied private dwellings by number of rooms,,1 to 4 rooms,40,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by number of rooms,,5 rooms,20,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by number of rooms,,6 rooms,10,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by number of rooms,,7 rooms,0,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by number of rooms,,8 or more rooms,0,,,,...,...,,,6001032
2011,Upper Liard,,,Average number of rooms per dwelling,4.2,,,,...,...,,,6001032
2011,Upper Liard,,,Total number of occupied private dwellings by number of bedrooms,65,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs102'>102</a>,6001032
2011,Upper Liard,Total number of occupied private dwellings by number of bedrooms,,0 to 1 bedroom,10,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by number of bedrooms,,2 bedrooms,35,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by number of bedrooms,,3 bedrooms,20,,,,...,...,,,6001032
2011,Upper Liard,Total number of occupied private dwellings by number of bedrooms,,4 or more bedrooms,0,,,,...,...,,,6001032
2011,Watson Lake,,,Total number of occupied private dwellings by condition of dwelling,350,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs98'>98</a>,6001003
2011,Watson Lake,Total number of occupied private dwellings by condition of dwelling,,Only regular maintenance or minor repairs needed,290,,,,...,...,,,6001003
2011,Watson Lake,Total number of occupied private dwellings by condition of dwelling,,Major repairs needed,60,,,,...,...,,,6001003
2011,Watson Lake,,,Total number of occupied private dwellings by period of construction,350,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs99'>99</a>,6001003
2011,Watson Lake,Total number of occupied private dwellings by period of construction,,1960 or before,25,,,,...,...,,,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by period of construction,,1961 to 1980,185,,,,...,...,,,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by period of construction,,1981 to 1990,90,,,,...,...,,,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by period of construction,,1991 to 2000,40,,,,...,...,,,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by period of construction,,2001 to 2005,0,,,,...,...,,,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by period of construction,,2006 to 2011,10,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs100'>100</a>,YBS003032033034035
2011,Watson Lake,,,Total number of occupied private dwellings by number of rooms,350,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs101'>101</a>,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by number of rooms,,1 to 4 rooms,80,,,,...,...,,,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by number of rooms,,5 rooms,50,,,,...,...,,,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by number of rooms,,6 rooms,70,,,,...,...,,,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by number of rooms,,7 rooms,55,,,,...,...,,,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by number of rooms,,8 or more rooms,95,,,,...,...,,,YBS003032033034035
2011,Watson Lake,,,Average number of rooms per dwelling,6.3,,,,...,...,,,YBS003032033034035
2011,Watson Lake,,,Total number of occupied private dwellings by number of bedrooms,350,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#nhs102'>102</a>,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by number of bedrooms,,0 to 1 bedroom,40,,,,...,...,,,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by number of bedrooms,,2 bedrooms,95,,,,...,...,,,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by number of bedrooms,,3 bedrooms,130,,,,...,...,,,YBS003032033034035
2011,Watson Lake,Total number of occupied private dwellings by number of bedrooms,,4 or more bedrooms,85,,,,...,...,,,YBS003032033034035
2011,Watson Lake Region,,,Total number of occupied private dwellings by condition of dwelling,460,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by condition of dwelling,,Only regular maintenance or minor repairs needed,355,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by condition of dwelling,,Major repairs needed,105,,,,,,,,YBS003032033034035
2011,Watson Lake Region,,,Total number of occupied private dwellings by period of construction,460,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by period of construction,,1960 or before,30,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by period of construction,,1961 to 1980,210,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by period of construction,,1981 to 1990,120,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by period of construction,,1991 to 2000,65,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by period of construction,,2001 to 2005,10,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by period of construction,,2006 to 2011,25,,,,,,,,YBS003032033034035
2011,Watson Lake Region,,,Total number of occupied private dwellings by number of rooms,460,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by number of rooms,,1 to 4 rooms,140,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by number of rooms,,5 rooms,80,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by number of rooms,,6 rooms,85,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by number of rooms,,7 rooms,55,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by number of rooms,,8 or more rooms,100,,,,,,,,YBS003032033034035
2011,Watson Lake Region,,,Average number of rooms per dwelling,6,,,,,,,,YBS003032033034035
2011,Watson Lake Region,,,Total number of occupied private dwellings by number of bedrooms,460,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by number of bedrooms,,0 to 1 bedroom,60,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by number of bedrooms,,2 bedrooms,150,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by number of bedrooms,,3 bedrooms,160,,,,,,,,YBS003032033034035
2011,Watson Lake Region,Total number of occupied private dwellings by number of bedrooms,,4 or more bedrooms,95,,,,,,,,YBS003032033034035
