census_year,geo_name,variable_name,total,male,female,flag_total,flag_male,flag_female,geo_location,data_notes,geo_code
2021,Teslin Land,Private dwellings occupied by usual residents,0,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001057'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote3'>3</a>,6001057
2021,Teslin Land,Population density per square kilometre,0,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001057'>View boundary on map</a>,,6001057
2021,Teslin Land,Land area in square kilometres,25.93,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001057'>View boundary on map</a>,,6001057
2021,Teslin Post 13,Population; 2021,19,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001007'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,6001007
2021,Teslin Post 13,Population; 2016,30,,,r,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001007'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,6001007
2021,Teslin Post 13,Population percentage change; 2016 to 2021,-36.7,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001007'>View boundary on map</a>,,6001007
2021,Teslin Post 13,Total private dwellings,11,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001007'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote2'>2</a>,6001007
2021,Teslin Post 13,Private dwellings occupied by usual residents,10,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001007'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote3'>3</a>,6001007
2021,Teslin Post 13,Population density per square kilometre,16.2,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001007'>View boundary on map</a>,,6001007
2021,Teslin Post 13,Land area in square kilometres,1.17,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001007'>View boundary on map</a>,,6001007
2021,Upper Liard,Population; 2021,130,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001032'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,6001032
2021,Upper Liard,Population; 2016,125,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001032'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,6001032
2021,Upper Liard,Population percentage change; 2016 to 2021,4,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001032'>View boundary on map</a>,,6001032
2021,Upper Liard,Total private dwellings,63,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001032'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote2'>2</a>,6001032
2021,Upper Liard,Private dwellings occupied by usual residents,55,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001032'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote3'>3</a>,6001032
2021,Upper Liard,Population density per square kilometre,23.4,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001032'>View boundary on map</a>,,6001032
2021,Upper Liard,Land area in square kilometres,5.56,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001032'>View boundary on map</a>,,6001032
2021,Watson Lake,Population; 2021,1133,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001003'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,6001003
2021,Watson Lake,Population; 2016,1083,,,r,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001003'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,6001003
2021,Watson Lake,Population percentage change; 2016 to 2021,4.6,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001003'>View boundary on map</a>,,6001003
2021,Watson Lake,Total private dwellings,564,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001003'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote2'>2</a>,6001003
2021,Watson Lake,Private dwellings occupied by usual residents,499,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001003'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote3'>3</a>,6001003
2021,Watson Lake,Population density per square kilometre,10.3,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001003'>View boundary on map</a>,,6001003
2021,Watson Lake,Land area in square kilometres,109.77,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001003'>View boundary on map</a>,,6001003
2021,Whitehorse - Unorganized,Population; 2021,411,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001060'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,6001060
2021,Whitehorse - Unorganized,Population; 2016,326,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001060'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,6001060
2021,Whitehorse - Unorganized,Population percentage change; 2016 to 2021,26.1,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001060'>View boundary on map</a>,,6001060
2021,Whitehorse - Unorganized,Total private dwellings,239,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001060'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote2'>2</a>,6001060
2021,Whitehorse - Unorganized,Private dwellings occupied by usual residents,203,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001060'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote3'>3</a>,6001060
2021,Whitehorse - Unorganized,Population density per square kilometre,0.1,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001060'>View boundary on map</a>,,6001060
2021,Whitehorse - Unorganized,Land area in square kilometres,5032.35,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001060'>View boundary on map</a>,,6001060
2021,Yukon - Unorganized,Population; 2021,1496,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001045'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,6001045
2021,Yukon - Unorganized,Population; 2016,1388,,,r,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001045'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,6001045
2021,Yukon - Unorganized,Population percentage change; 2016 to 2021,7.8,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001045'>View boundary on map</a>,,6001045
2021,Yukon - Unorganized,Total private dwellings,1184,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001045'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote2'>2</a>,6001045
2021,Yukon - Unorganized,Private dwellings occupied by usual residents,735,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001045'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote3'>3</a>,6001045
2021,Yukon - Unorganized,Population density per square kilometre,0,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001045'>View boundary on map</a>,,6001045
2021,Yukon - Unorganized,Land area in square kilometres,445269.81,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001045'>View boundary on map</a>,,6001045
2021,Alaska Highway North Region,Population; 2021,870,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS042039049018'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,YBS042039049018
2021,Alaska Highway North Region,Population; 2016,833,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS042039049018'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,YBS042039049018
2021,Alaska Highway North Region,Population percentage change; 2016 to 2021,4.441776711,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS042039049018'>View boundary on map</a>,,YBS042039049018
2021,Alaska Highway North Region,Total private dwellings,525,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS042039049018'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote2'>2</a>,YBS042039049018
2021,Alaska Highway North Region,Private dwellings occupied by usual residents,411,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS042039049018'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote3'>3</a>,YBS042039049018
2021,Alaska Highway North Region,Population density per square kilometre,,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS042039049018'>View boundary on map</a>,,YBS042039049018
2021,Alaska Highway North Region,Land area in square kilometres,,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS042039049018'>View boundary on map</a>,,YBS042039049018
2021,Carcross-Tagish Region,Population; 2021,665,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008036'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,YBS048008036
2021,Carcross-Tagish Region,Population; 2016,585,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008036'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,YBS048008036
2021,Carcross-Tagish Region,Population percentage change; 2016 to 2021,13.67521368,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2021,Carcross-Tagish Region,Total private dwellings,658,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008036'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote2'>2</a>,YBS048008036
2021,Carcross-Tagish Region,Private dwellings occupied by usual residents,348,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008036'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote3'>3</a>,YBS048008036
2021,Carcross-Tagish Region,Population density per square kilometre,,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2021,Carcross-Tagish Region,Land area in square kilometres,,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008036'>View boundary on map</a>,,YBS048008036
2021,Teslin Region,Population; 2021,258,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS006057007'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,YBS006057007
2021,Teslin Region,Population; 2016,285,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS006057007'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,YBS006057007
2021,Teslin Region,Population percentage change; 2016 to 2021,-9.473684211,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS006057007'>View boundary on map</a>,,YBS006057007
2021,Teslin Region,Total private dwellings,155,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS006057007'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote2'>2</a>,YBS006057007
2021,Teslin Region,Private dwellings occupied by usual residents,136,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS006057007'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote3'>3</a>,YBS006057007
2021,Teslin Region,Population density per square kilometre,,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS006057007'>View boundary on map</a>,,YBS006057007
2021,Teslin Region,Land area in square kilometres,,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS006057007'>View boundary on map</a>,,YBS006057007
2021,Watson Lake Region,Population; 2021,1263,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS003032033034035'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,YBS003032033034035
2021,Watson Lake Region,Population; 2016,1208,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS003032033034035'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,YBS003032033034035
2021,Watson Lake Region,Population percentage change; 2016 to 2021,4.552980132,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS003032033034035'>View boundary on map</a>,,YBS003032033034035
2021,Watson Lake Region,Total private dwellings,627,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS003032033034035'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote2'>2</a>,YBS003032033034035
2021,Watson Lake Region,Private dwellings occupied by usual residents,554,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS003032033034035'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote3'>3</a>,YBS003032033034035
2021,Watson Lake Region,Population density per square kilometre,,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS003032033034035'>View boundary on map</a>,,YBS003032033034035
2021,Watson Lake Region,Land area in square kilometres,,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS003032033034035'>View boundary on map</a>,,YBS003032033034035
2021,Carcross Region,Population; 2021,354,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,YBS048008
2021,Carcross Region,Population; 2016,336,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote1'>1</a>,YBS048008
2021,Carcross Region,Population percentage change; 2016 to 2021,5.357142857,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008'>View boundary on map</a>,,YBS048008
2021,Carcross Region,Total private dwellings,245,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote2'>2</a>,YBS048008
2021,Carcross Region,Private dwellings occupied by usual residents,184,,,,...,...,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote3'>3</a>,YBS048008
2021,Carcross Region,Population density per square kilometre,,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008'>View boundary on map</a>,,YBS048008
2021,Carcross Region,Land area in square kilometres,,,,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=YBS048008'>View boundary on map</a>,,YBS048008
